,,,,,High School Graduation : Summarize,,,,,
2013-17,Neighborhood (Community District),Bronx,Williamsbridge and Baychester (CD12),212,High School Graduation,"78,224",80.0,,,
2013-17,Neighborhood (Community District),Queens,Woodside and Sunnyside (CD2),402,High School Graduation,"87,250",81.9,,,
2013-17,Neighborhood (NTA),Bronx, Allerton-Pelham Gardens,531,High School Graduation,"17,870",78.4,,,
2013-17,Neighborhood (NTA),Staten Island, Annadale-Huguenot-Prince's Bay-Eltingville,8501,High School Graduation,"19,176",92.3,,,
2013-17,Neighborhood (NTA),Staten Island, Arden Heights,8548,High School Graduation,"17,173",91.9,,,
2013-17,Neighborhood (NTA),Queens, Astoria,8170,High School Graduation,"52,766",85.2,,,
2013-17,Neighborhood (NTA),Queens, Auburndale,8148,High School Graduation,"13,445",84.8,,,
2013-17,Neighborhood (NTA),Queens, Baisley Park,8176,High School Graduation,"22,473",82.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Bath Beach,4727,High School Graduation,"18,058",76.9,,,
2013-17,Neighborhood (NTA),Manhattan, Battery Park City-Lower Manhattan,6125,High School Graduation,"33,367",97.0,,,
2013-17,Neighborhood (NTA),Brooklyn, Bay Ridge,4731,High School Graduation,"51,227",86.6,,,
2013-17,Neighborhood (NTA),Queens, Bayside-Bayside Hills,8146,High School Graduation,"29,828",88.4,,,
2013-17,Neighborhood (NTA),Brooklyn, Bedford,4775,High School Graduation,"37,027",80.0,,,
2013-17,Neighborhood (NTA),Bronx, Bedford Park-Fordham North,505,High School Graduation,"23,898",67.4,,,
2013-17,Neighborhood (NTA),Queens, Bellerose,8143,High School Graduation,"16,917",87.2,,,
2013-17,Neighborhood (NTA),Bronx, Belmont,506,High School Graduation,"9,994",65.6,,,
2013-17,Neighborhood (NTA),Brooklyn, Bensonhurst East,4729,High School Graduation,"35,572",75.4,,,
2013-17,Neighborhood (NTA),Brooklyn, Bensonhurst West,4728,High School Graduation,"47,688",71.4,,,
2013-17,Neighborhood (NTA),Brooklyn, Borough Park,4788,High School Graduation,"38,431",72.3,,,
2013-17,Neighborhood (NTA),Queens, Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,8110,High School Graduation,"18,381",89.2,,,
2013-17,Neighborhood (NTA),Queens, Briarwood-Jamaica Hills,8135,High School Graduation,"25,304",81.0,,,
2013-17,Neighborhood (NTA),Brooklyn, Brighton Beach,4719,High School Graduation,"23,020",86.5,,,
2013-17,Neighborhood (NTA),Bronx, Bronxdale,507,High School Graduation,"18,629",72.7,,,
2013-17,Neighborhood (NTA),Brooklyn, Brooklyn Heights-Cobble Hill,4709,High School Graduation,"18,059",97.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Brownsville,4781,High School Graduation,"27,197",73.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Bushwick North,4777,High School Graduation,"25,710",66.0,,,
2013-17,Neighborhood (NTA),Brooklyn, Bushwick South,4778,High School Graduation,"36,149",71.9,,,
2013-17,Neighborhood (NTA),Queens, Cambria Heights,8133,High School Graduation,"13,905",91.3,,,
2013-17,Neighborhood (NTA),Brooklyn, Canarsie,4750,High School Graduation,"51,218",85.6,,,
2013-17,Neighborhood (NTA),Brooklyn, Carroll Gardens-Columbia Street-Red Hook,4733,High School Graduation,"28,104",87.8,,,
2013-17,Neighborhood (NTA),Manhattan, Central Harlem North-Polo Grounds,6103,High School Graduation,"47,504",80.2,,,
2013-17,Neighborhood (NTA),Manhattan, Central Harlem South,6111,High School Graduation,"31,070",83.8,,,
2013-17,Neighborhood (NTA),Staten Island, Charleston-Richmond Valley-Tottenville,8511,High School Graduation,"14,607",92.1,,,
2013-17,Neighborhood (NTA),Manhattan, Chinatown,6127,High School Graduation,"22,890",62.9,,,
2013-17,Neighborhood (NTA),Bronx, Claremont-Bathgate,501,High School Graduation,"12,854",65.8,,,
2013-17,Neighborhood (NTA),Manhattan, Clinton,6115,High School Graduation,"37,342",93.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Clinton Hill,4769,High School Graduation,"25,062",91.8,,,
2013-17,Neighborhood (NTA),Queens, College Point,8123,High School Graduation,"13,564",76.0,,,
2013-17,Neighborhood (NTA),Bronx, Co-op City,513,High School Graduation,"29,470",84.8,,,
2013-17,Neighborhood (NTA),Queens, Corona,8125,High School Graduation,"26,378",68.3,,,
2013-17,Neighborhood (NTA),Bronx, Crotona Park East,575,High School Graduation,"8,755",63.1,,,
2013-17,Neighborhood (NTA),Brooklyn, Crown Heights North,4761,High School Graduation,"62,532",82.1,,,
2013-17,Neighborhood (NTA),Brooklyn, Crown Heights South,4763,High School Graduation,"24,290",87.8,,,
2013-17,Neighborhood (NTA),Brooklyn, Cypress Hills-City Line,4783,High School Graduation,"23,444",75.2,,,
2013-17,Neighborhood (NTA),Queens, Douglas Manor-Douglaston-Little Neck,8145,High School Graduation,"18,165",92.1,,,
2013-17,Neighborhood (NTA),Brooklyn, DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4738,High School Graduation,"28,850",87.3,,,
2013-17,Neighborhood (NTA),Brooklyn, Dyker Heights,4730,High School Graduation,"22,855",71.0,,,
2013-17,Neighborhood (NTA),Bronx, East Concourse-Concourse Village,514,High School Graduation,"26,732",65.7,,,
2013-17,Neighborhood (NTA),Queens, East Elmhurst,8127,High School Graduation,"10,791",74.1,,,
2013-17,Neighborhood (NTA),Brooklyn, East Flatbush-Farragut,4791,High School Graduation,"32,274",87.4,,,
2013-17,Neighborhood (NTA),Queens, East Flushing,8152,High School Graduation,"14,616",73.2,,,
2013-17,Neighborhood (NTA),Manhattan, East Harlem North,6134,High School Graduation,"29,365",71.5,,,
2013-17,Neighborhood (NTA),Manhattan, East Harlem South,6133,High School Graduation,"33,743",78.0,,,
2013-17,Neighborhood (NTA),Brooklyn, East New York,4782,High School Graduation,"48,705",80.6,,,
2013-17,Neighborhood (NTA),Brooklyn, East New York (Pennsylvania Ave),4785,High School Graduation,"13,973",76.0,,,
2013-17,Neighborhood (NTA),Bronx, East Tremont,517,High School Graduation,"16,646",60.2,,,
2013-17,Neighborhood (NTA),Manhattan, East Village,6122,High School Graduation,"30,418",93.2,,,
2013-17,Neighborhood (NTA),Brooklyn, East Williamsburg,4790,High School Graduation,"22,653",79.9,,,
2013-17,Neighborhood (NTA),Bronx, Eastchester-Edenwald-Baychester,503,High School Graduation,"19,604",81.3,,,
2013-17,Neighborhood (NTA),Queens, Elmhurst,8129,High School Graduation,"44,114",72.8,,,
2013-17,Neighborhood (NTA),Queens, Elmhurst-Maspeth,8150,High School Graduation,"14,887",77.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Erasmus,4795,High School Graduation,"16,588",85.2,,,
2013-17,Neighborhood (NTA),Queens, Far Rockaway-Bayswater,8115,High School Graduation,"24,454",73.3,,,
2013-17,Neighborhood (NTA),Brooklyn, Flatbush,4742,High School Graduation,"59,024",81.4,,,
2013-17,Neighborhood (NTA),Brooklyn, Flatlands,4758,High School Graduation,"44,373",88.0,,,
2013-17,Neighborhood (NTA),Queens, Flushing,8122,High School Graduation,"39,599",72.5,,,
2013-17,Neighborhood (NTA),Bronx, Fordham South,540,High School Graduation,"10,111",61.6,,,
2013-17,Neighborhood (NTA),Queens, Forest Hills,8117,High School Graduation,"63,023",92.7,,,
2013-17,Neighborhood (NTA),Brooklyn, Fort Greene,4768,High School Graduation,"18,839",83.2,,,
2013-17,Neighborhood (NTA),Queens, Fresh Meadows-Utopia,8141,High School Graduation,"11,973",89.9,,,
2013-17,Neighborhood (NTA),Queens, Ft. Totten-Bay Terrace-Clearview,8147,High School Graduation,"15,944",92.4,,,
2013-17,Neighborhood (NTA),Brooklyn, Georgetown-Marine Park-Bergen Beach-Mill Basin,4745,High School Graduation,"30,162",90.8,,,
2013-17,Neighborhood (NTA),Queens, Glen Oaks-Floral Park-New Hyde Park,8144,High School Graduation,"17,022",90.5,,,
2013-17,Neighborhood (NTA),Queens, Glendale,8119,High School Graduation,"21,571",85.2,,,
2013-17,Neighborhood (NTA),Manhattan, Gramercy,6121,High School Graduation,"20,488",98.5,,,
2013-17,Neighborhood (NTA),Staten Island, Grasmere-Arrochar-Ft. Wadsworth,8514,High School Graduation,"9,536",86.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Gravesend,4726,High School Graduation,"16,873",77.5,,,
2013-17,Neighborhood (NTA),Staten Island, Great Kills,8554,High School Graduation,"28,597",92.9,,,
2013-17,Neighborhood (NTA),Brooklyn, Greenpoint,4776,High School Graduation,"25,794",90.9,,,
2013-17,Neighborhood (NTA),Staten Island, Grymes Hill-Clifton-Fox Hills,8508,High School Graduation,"11,776",85.8,,,
2013-17,Neighborhood (NTA),Manhattan, Hamilton Heights,6104,High School Graduation,"28,683",73.2,,,
2013-17,Neighborhood (NTA),Queens, Hammels-Arverne-Edgemere,8112,High School Graduation,"19,137",75.8,,,
2013-17,Neighborhood (NTA),Bronx, Highbridge,526,High School Graduation,"15,981",66.4,,,
2013-17,Neighborhood (NTA),Queens, Hollis,8107,High School Graduation,"12,622",84.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Homecrest,4725,High School Graduation,"24,344",84.0,,,
2013-17,Neighborhood (NTA),Manhattan, Hudson Yards-Chelsea-Flatiron-Union Square,6113,High School Graduation,"59,601",94.3,,,
2013-17,Neighborhood (NTA),Queens, Hunters Point-Sunnyside-West Maspeth,8131,High School Graduation,"45,279",84.9,,,
2013-17,Neighborhood (NTA),Bronx, Hunts Point,527,High School Graduation,"9,548",60.0,,,
2013-17,Neighborhood (NTA),Queens, Jackson Heights,8128,High School Graduation,"58,247",77.7,,,
2013-17,Neighborhood (NTA),Queens, Jamaica,8161,High School Graduation,"27,048",70.5,,,
2013-17,Neighborhood (NTA),Queens, Jamaica Estates-Holliswood,8106,High School Graduation,"16,819",87.2,,,
2013-17,Neighborhood (NTA),Brooklyn, Kensington-Ocean Parkway,4741,High School Graduation,"20,092",82.2,,,
2013-17,Neighborhood (NTA),Queens, Kew Gardens,8160,High School Graduation,"16,018",91.0,,,
2013-17,Neighborhood (NTA),Queens, Kew Gardens Hills,8137,High School Graduation,"22,392",88.4,,,
2013-17,Neighborhood (NTA),Bronx, Kingsbridge Heights,530,High School Graduation,"14,456",67.5,,,
2013-17,Neighborhood (NTA),Queens, Laurelton,8166,High School Graduation,"17,694",91.1,,,
2013-17,Neighborhood (NTA),Manhattan, Lenox Hill-Roosevelt Island,6131,High School Graduation,"63,665",97.2,,,
2013-17,Neighborhood (NTA),Manhattan, Lincoln Square,6114,High School Graduation,"47,960",97.3,,,
2013-17,Neighborhood (NTA),Queens, Lindenwood-Howard Beach,8157,High School Graduation,"18,561",85.2,,,
2013-17,Neighborhood (NTA),Bronx, Longwood,533,High School Graduation,"10,907",61.7,,,
2013-17,Neighborhood (NTA),Manhattan, Lower East Side,6128,High School Graduation,"38,920",70.9,,,
2013-17,Neighborhood (NTA),Brooklyn, Madison,4744,High School Graduation,"24,948",85.5,,,
2013-17,Neighborhood (NTA),Manhattan, Manhattanville,6106,High School Graduation,"11,384",70.8,,,
2013-17,Neighborhood (NTA),Manhattan, Marble Hill-Inwood,6101,High School Graduation,"27,223",72.7,,,
2013-17,Neighborhood (NTA),Staten Island, Mariner's Harbor-Arlington-Port Ivory-Graniteville,8512,High School Graduation,"16,150",82.7,,,
2013-17,Neighborhood (NTA),Queens, Maspeth,8130,High School Graduation,"18,862",85.4,,,
2013-17,Neighborhood (NTA),Bronx, Melrose South-Mott Haven North,534,High School Graduation,"15,764",63.4,,,
2013-17,Neighborhood (NTA),Queens, Middle Village,8121,High School Graduation,"26,088",87.4,,,
2013-17,Neighborhood (NTA),Manhattan, Midtown-Midtown South,6117,High School Graduation,"21,078",95.9,,,
2013-17,Neighborhood (NTA),Brooklyn, Midwood,4743,High School Graduation,"29,020",85.1,,,
2013-17,Neighborhood (NTA),Manhattan, Morningside Heights,6109,High School Graduation,"30,576",90.8,,,
2013-17,Neighborhood (NTA),Bronx, Morrisania-Melrose,535,High School Graduation,"16,726",67.1,,,
2013-17,Neighborhood (NTA),Bronx, Mott Haven-Port Morris,539,High School Graduation,"16,461",57.7,,,
2013-17,Neighborhood (NTA),Bronx, Mount Hope,541,High School Graduation,"21,420",65.5,,,
2013-17,Neighborhood (NTA),Queens, Murray Hill,8151,High School Graduation,"30,921",77.2,,,
2013-17,Neighborhood (NTA),Manhattan, Murray Hill-Kips Bay,6120,High School Graduation,"36,415",94.2,,,
2013-17,Neighborhood (NTA),Staten Island, New Brighton-Silver Lake,8535,High School Graduation,"10,649",88.2,,,
2013-17,Neighborhood (NTA),Staten Island, New Dorp-Midland Beach,8545,High School Graduation,"13,598",89.9,,,
2013-17,Neighborhood (NTA),Staten Island, New Springville-Bloomfield-Travis,8505,High School Graduation,"25,774",88.9,,,
2013-17,Neighborhood (NTA),Queens, North Corona,8126,High School Graduation,"18,672",54.3,,,
2013-17,Neighborhood (NTA),Bronx, North Riverdale-Fieldston-Riverdale,522,High School Graduation,"18,011",92.4,,,
2013-17,Neighborhood (NTA),Brooklyn, North Side-South Side,4773,High School Graduation,"36,820",86.5,,,
2013-17,Neighborhood (NTA),Bronx, Norwood,543,High School Graduation,"19,291",71.0,,,
2013-17,Neighborhood (NTA),Queens, Oakland Gardens,8142,High School Graduation,"19,211",89.4,,,
2013-17,Neighborhood (NTA),Staten Island, Oakwood-Oakwood Beach,8525,High School Graduation,"13,766",91.2,,,
2013-17,Neighborhood (NTA),Brooklyn, Ocean Hill,4779,High School Graduation,"16,592",75.6,,,
2013-17,Neighborhood (NTA),Brooklyn, Ocean Parkway South,4746,High School Graduation,"10,558",86.5,,,
2013-17,Neighborhood (NTA),Queens, Old Astoria,8171,High School Graduation,"16,832",81.7,,,
2013-17,Neighborhood (NTA),Staten Island, Old Town-Dongan Hills-South Beach,8536,High School Graduation,"15,270",85.4,,,
2013-17,Neighborhood (NTA),Queens, Ozone Park,8156,High School Graduation,"12,806",79.0,,,
2013-17,Neighborhood (NTA),Brooklyn, Park Slope-Gowanus,4737,High School Graduation,"52,430",93.7,,,
2013-17,Neighborhood (NTA),Bronx, Parkchester,546,High School Graduation,"17,988",80.6,,,
2013-17,Neighborhood (NTA),Bronx, Pelham Bay-Country Club-City Island,510,High School Graduation,"17,028",84.0,,,
2013-17,Neighborhood (NTA),Bronx, Pelham Parkway,549,High School Graduation,"16,930",81.0,,,
2013-17,Neighborhood (NTA),Queens, Pomonok-Flushing Heights-Hillcrest,8138,High School Graduation,"20,520",84.5,,,
2013-17,Neighborhood (NTA),Staten Island, Port Richmond,8528,High School Graduation,"11,227",85.4,,,
2013-17,Neighborhood (NTA),Brooklyn, Prospect Heights,4764,High School Graduation,"15,248",91.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Prospect Lefferts Gardens-Wingate,4760,High School Graduation,"41,165",84.9,,,
2013-17,Neighborhood (NTA),Queens, Queens Village,8134,High School Graduation,"33,437",84.7,,,
2013-17,Neighborhood (NTA),Queens, Queensboro Hill,8162,High School Graduation,"10,694",68.7,,,
2013-17,Neighborhood (NTA),Queens, Queensbridge-Ravenswood-Long Island City,8168,High School Graduation,"10,676",78.6,,,
2013-17,Neighborhood (NTA),Queens, Rego Park,8118,High School Graduation,"19,987",89.7,,,
2013-17,Neighborhood (NTA),Queens, Richmond Hill,8154,High School Graduation,"33,014",73.6,,,
2013-17,Neighborhood (NTA),Queens, Ridgewood,8120,High School Graduation,"40,698",80.7,,,
2013-17,Neighborhood (NTA),Queens, Rosedale,8105,High School Graduation,"16,457",88.0,,,
2013-17,Neighborhood (NTA),Staten Island, Rossville-Woodrow,8532,High School Graduation,"14,608",94.1,,,
2013-17,Neighborhood (NTA),Brooklyn, Rugby-Remsen Village,4796,High School Graduation,"32,506",84.3,,,
2013-17,Neighborhood (NTA),Bronx, Schuylerville-Throgs Neck-Edgewater Park,552,High School Graduation,"26,608",82.4,,,
2013-17,Neighborhood (NTA),Brooklyn, Seagate-Coney Island,4721,High School Graduation,"14,858",71.9,,,
2013-17,Neighborhood (NTA),Brooklyn, Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4717,High School Graduation,"42,258",84.6,,,
2013-17,Neighborhood (NTA),Manhattan, SoHo-TriBeCa-Civic Center-Little Italy,6124,High School Graduation,"30,049",90.9,,,
2013-17,Neighborhood (NTA),Bronx, Soundview-Bruckner,555,High School Graduation,"14,527",63.6,,,
2013-17,Neighborhood (NTA),Bronx, Soundview-Castle Hill-Clason Point-Harding Park,509,High School Graduation,"27,249",74.2,,,
2013-17,Neighborhood (NTA),Queens, South Jamaica,8101,High School Graduation,"21,558",78.2,,,
2013-17,Neighborhood (NTA),Queens, South Ozone Park,8155,High School Graduation,"42,627",73.2,,,
2013-17,Neighborhood (NTA),Queens, Springfield Gardens North,8102,High School Graduation,"16,994",87.6,,,
2013-17,Neighborhood (NTA),Queens, Springfield Gardens South-Brookville,8103,High School Graduation,"12,187",84.7,,,
2013-17,Neighborhood (NTA),Bronx, Spuyten Duyvil-Kingsbridge,529,High School Graduation,"20,871",88.2,,,
2013-17,Neighborhood (NTA),Queens, St. Albans,8108,High School Graduation,"32,426",87.6,,,
2013-17,Neighborhood (NTA),Staten Island, Stapleton-Rosebank,8537,High School Graduation,"14,677",79.9,,,
2013-17,Neighborhood (NTA),Brooklyn, Starrett City,4793,High School Graduation,"7,087",76.8,,,
2013-17,Neighborhood (NTA),Queens, Steinway,8172,High School Graduation,"32,972",87.2,,,
2013-17,Neighborhood (NTA),Brooklyn, Stuyvesant Heights,4735,High School Graduation,"37,763",81.4,,,
2013-17,Neighborhood (NTA),Manhattan, Stuyvesant Town-Cooper Village,6150,High School Graduation,"16,489",98.5,,,
2013-17,Neighborhood (NTA),Brooklyn, Sunset Park East,4734,High School Graduation,"21,664",46.7,,,
2013-17,Neighborhood (NTA),Brooklyn, Sunset Park West,4732,High School Graduation,"24,269",61.9,,,
2013-17,Neighborhood (NTA),Staten Island, Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,8524,High School Graduation,"21,303",90.3,,,
2013-17,Neighborhood (NTA),Manhattan, Turtle Bay-East Midtown,6119,High School Graduation,"41,960",97.7,,,
2013-17,Neighborhood (NTA),Bronx, University Heights-Morris Heights,536,High School Graduation,"22,952",67.8,,,
2013-17,Neighborhood (NTA),Manhattan, Upper East Side-Carnegie Hill,6140,High School Graduation,"45,605",98.1,,,
2013-17,Neighborhood (NTA),Manhattan, Upper West Side,6112,High School Graduation,"100,139",92.9,,,
2013-17,Neighborhood (NTA),Bronx, Van Cortlandt Village,528,High School Graduation,"24,435",72.2,,,
2013-17,Neighborhood (NTA),Bronx, Van Nest-Morris Park-Westchester Square,537,High School Graduation,"13,233",76.9,,,
2013-17,Neighborhood (NTA),Manhattan, Washington Heights North,6135,High School Graduation,"39,179",72.8,,,
2013-17,Neighborhood (NTA),Manhattan, Washington Heights South,6136,High School Graduation,"46,953",68.0,,,
2013-17,Neighborhood (NTA),Brooklyn, West Brighton,4723,High School Graduation,"13,258",93.9,,,
2013-17,Neighborhood (NTA),Bronx, West Concourse,563,High School Graduation,"15,064",63.7,,,
2013-17,Neighborhood (NTA),Bronx, West Farms-Bronx River,508,High School Graduation,"14,191",62.7,,,
2013-17,Neighborhood (NTA),Staten Island, West New Brighton-New Brighton-St. George,8522,High School Graduation,"17,804",83.8,,,
2013-17,Neighborhood (NTA),Manhattan, West Village,6123,High School Graduation,"54,053",98.4,,,
2013-17,Neighborhood (NTA),Bronx, Westchester-Unionport,559,High School Graduation,"14,195",73.6,,,
2013-17,Neighborhood (NTA),Staten Island, Westerleigh,8507,High School Graduation,"15,775",92.2,,,
2013-17,Neighborhood (NTA),Queens, Whitestone,8149,High School Graduation,"20,810",86.3,,,
2013-17,Neighborhood (NTA),Bronx, Williamsbridge-Olinville,544,High School Graduation,"32,803",77.8,,,
2013-17,Neighborhood (NTA),Brooklyn, Williamsburg,4772,High School Graduation,"9,960",69.1,,,
2013-17,Neighborhood (NTA),Brooklyn, Windsor Terrace,4740,High School Graduation,"15,008",91.9,,,
2013-17,Neighborhood (NTA),Queens, Woodhaven,8153,High School Graduation,"32,434",76.7,,,
2013-17,Neighborhood (NTA),Bronx, Woodlawn-Wakefield,562,High School Graduation,"25,745",81.8,,,
2013-17,Neighborhood (NTA),Queens, Woodside,8163,High School Graduation,"27,084",79.6,,,
2013-17,Neighborhood (NTA),Manhattan, Yorkville,6132,High School Graduation,"66,073",97.2,,,